PROD_EST,COBERTURA,ANIO,ID_MES,MARCA,MODELO,TIPO,SEGMENTO,ORIGEN,ID_PAIS_ORIGEN,UNI_VEH,TIPO_VEHICULO
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Acura,ILX,Autom�viles,De Lujo,IMPORTADO,66,6,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Acura,Mdx,Camiones ligeros,SUV's,IMPORTADO,66,19,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Acura,Rdx,Camiones ligeros,SUV's,IMPORTADO,66,78,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Acura,TLX,Autom�viles,De Lujo,IMPORTADO,66,7,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Alfa Romeo,Alfa Romeo Giulietta Progression Manual,Autom�viles,Deportivos,IMPORTADO,124,6,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Alfa Romeo,Alfa Romeo Mito Quadrifoglio Verde Manual,Autom�viles,Deportivos,IMPORTADO,124,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Alfa Romeo,Giulia,Autom�viles,De Lujo,IMPORTADO,124,4,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Alfa Romeo,Stelvio,Autom�viles,De Lujo,IMPORTADO,124,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Alfa Romeo,4C,Autom�viles,De Lujo,IMPORTADO,124,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,A1*,Autom�viles,De Lujo,IMPORTADO,64,136,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,A3,Autom�viles,De Lujo,IMPORTADO,31,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,A3-,Autom�viles,De Lujo,IMPORTADO,4,212,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,A4,Autom�viles,De Lujo,IMPORTADO,4,60,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,A5,Autom�viles,De Lujo,IMPORTADO,4,34,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,A6,Autom�viles,De Lujo,IMPORTADO,4,24,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,A7,Autom�viles,De Lujo,IMPORTADO,4,19,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,A8,Autom�viles,De Lujo,IMPORTADO,4,2,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,e-tron,Camiones ligeros,SUV's,IMPORTADO,23,6,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,Q2,Autom�viles,De Lujo,IMPORTADO,62,169,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,Q5,Camiones ligeros,SUV's,NACIONAL,1,172,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,Q7-,Camiones ligeros,SUV's,IMPORTADO,62,10,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,Q8,Camiones ligeros,SUV's,IMPORTADO,4,52,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Audi,R8,Autom�viles,De Lujo,IMPORTADO,4,8,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Bentley,Bentayga,Autom�viles,De Lujo,IMPORTADO,181,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Bentley,Continental,Autom�viles,De Lujo,IMPORTADO,181,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Bentley,Flying Spur,Autom�viles,De Lujo,IMPORTADO,181,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Bentley,Mulsanne,Autom�viles,De Lujo,IMPORTADO,181,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,i3,Autom�viles,De Lujo,IMPORTADO,4,12,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,i8,Autom�viles,Deportivos,IMPORTADO,4,6,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,Serie 1 Hatch,Autom�viles,De Lujo,IMPORTADO,4,122,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,Serie 2,Autom�viles,De Lujo,IMPORTADO,4,106,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,Serie 3,Autom�viles,De Lujo,IMPORTADO,4,208,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,Serie 3-,Autom�viles,De Lujo,NACIONAL,1,35,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,Serie 4,Autom�viles,De Lujo,IMPORTADO,4,32,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,Serie 5,Autom�viles,De Lujo,IMPORTADO,4,29,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,Serie 6,Autom�viles,De Lujo,IMPORTADO,4,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,Serie 7,Autom�viles,De Lujo,IMPORTADO,4,11,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,Serie 8,Autom�viles,De Lujo,IMPORTADO,4,4,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,X1,Camiones ligeros,SUV's,IMPORTADO,4,189,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,X2,Camiones ligeros,SUV's,IMPORTADO,4,92,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,X3,Camiones ligeros,SUV's,IMPORTADO,66,139,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,X4,Camiones ligeros,SUV's,IMPORTADO,66,127,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,X5,Camiones ligeros,SUV's,IMPORTADO,66,113,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,X6,Camiones ligeros,SUV's,IMPORTADO,66,60,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,X7,Camiones ligeros,SUV's,IMPORTADO,66,19,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,BMW,Z4-,Autom�viles,De Lujo,IMPORTADO,4,33,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Attitude,Autom�viles,Subcompactos,IMPORTADO,214,816,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Challenger,Autom�viles,Deportivos,IMPORTADO,40,36,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Charger,Autom�viles,De Lujo,IMPORTADO,40,8,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Cherokee,Camiones ligeros,SUV's,IMPORTADO,66,23,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Chrysler Pacifica,Camiones ligeros,Minivans,IMPORTADO,40,50,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Chrysler 200,Autom�viles,De Lujo,IMPORTADO,66,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Chrysler 300,Autom�viles,De Lujo,IMPORTADO,40,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,CHRYSLER 300C,Autom�viles,De Lujo,IMPORTADO,40,1,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups,NACIONAL,1,428,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Dodge Neon,Autom�viles,Compactos,IMPORTADO,227,174,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Durango,Camiones ligeros,SUV's,IMPORTADO,66,24,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Grand Caravan,Camiones ligeros,Minivans,IMPORTADO,40,40,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Grand Cherokee,Camiones ligeros,SUV's,IMPORTADO,66,214,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Jeep Compass,Camiones ligeros,SUV's,IMPORTADO,66,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Jeep Compass-,Camiones ligeros,SUV's,NACIONAL,1,162,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Journey,Camiones ligeros,SUV's,NACIONAL,1,164,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,JT ,Camiones ligeros,Pick Ups,IMPORTADO,66,48,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Patriot,Camiones ligeros,SUV's,IMPORTADO,66,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Promaster,Camiones ligeros,SUV's,NACIONAL,1,34,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Promaster Rapid,Camiones ligeros,Pick Ups,IMPORTADO,31,378,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,NACIONAL,1,68,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups,NACIONAL,1,34,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,RAM 4000,Camiones ligeros,Pick Ups,NACIONAL,1,253,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,RAM 4000 Diesel,Camiones ligeros,Pick Ups,NACIONAL,1,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,RAM 700,Camiones ligeros,Pick Ups,IMPORTADO,31,627,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Renegade,Camiones ligeros,SUV's,IMPORTADO,31,189,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Viper,Autom�viles,Deportivos,IMPORTADO,66,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Vision,Autom�viles,Subcompactos,IMPORTADO,31,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Voyager Town&Country LTD,Camiones ligeros,Minivans,IMPORTADO,40,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Voyager Town&Country LX,Camiones ligeros,Minivans,IMPORTADO,40,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Chrysler,Wrangler,Camiones ligeros,SUV's,IMPORTADO,66,292,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Fiat,Argo,Autom�viles,Subcompactos,IMPORTADO,31,2,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Fiat,Ducato,Camiones ligeros,Pick Ups,IMPORTADO,124,28,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Fiat,Fiat 500,Autom�viles,Subcompactos,IMPORTADO,124,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Fiat,Fiat 500-,Autom�viles,Subcompactos,NACIONAL,1,3,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Fiat,Mobi,Autom�viles,Subcompactos,IMPORTADO,31,294,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Fiat,Nuevo Palio,Autom�viles,Compactos,IMPORTADO,31,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Fiat,Palio Adventure,Autom�viles,Subcompactos,IMPORTADO,31,67,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Fiat,Uno,Autom�viles,Subcompactos,IMPORTADO,31,218,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Fiat,124 Spider,Autom�viles,De Lujo,IMPORTADO,126,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Fiat,500L,Autom�viles,Compactos,IMPORTADO,200,4,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Fiat,500X,Autom�viles,Deportivos,IMPORTADO,124,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Crown Victoria / Police Interceptor,Autom�viles,De Lujo,IMPORTADO,40,1,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Ecosport,Camiones ligeros,SUV's,IMPORTADO,31,327,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Edge,Camiones ligeros,SUV's,IMPORTADO,40,53,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Escape,Camiones ligeros,SUV's,IMPORTADO,66,195,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Escape HEV,Camiones ligeros,SUV's,IMPORTADO,66,100,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Expedition,Camiones ligeros,Minivans,IMPORTADO,66,76,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Explorer,Camiones ligeros,SUV's,IMPORTADO,66,64,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,F 250 Super Duty,Camiones ligeros,Pick Ups,IMPORTADO,66,3,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Figo Sedan,Autom�viles,Subcompactos,IMPORTADO,95,1132,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Focus Sedan,Autom�viles,Compactos,IMPORTADO,64,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Fusion,Autom�viles,Compactos,NACIONAL,1,24,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Fusion Hibrido,Autom�viles,Compactos,NACIONAL,1,4,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,F-350,Camiones ligeros,Pick Ups,IMPORTADO,66,235,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,F-450,Camiones ligeros,Pick Ups,IMPORTADO,66,75,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,F450 Diesel,Camiones ligeros,Pick Ups,IMPORTADO,66,5,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,F-550,Camiones ligeros,Pick Ups,IMPORTADO,66,28,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,F550 Diesel,Camiones ligeros,Pick Ups,IMPORTADO,66,2,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Lobo Crew Cab,Camiones ligeros,Pick Ups,IMPORTADO,66,297,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Lobo Regular Cab,Camiones ligeros,Pick Ups,IMPORTADO,66,11,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Mustang,Autom�viles,Deportivos,IMPORTADO,66,95,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,New F150 / F-150,Camiones ligeros,Pick Ups,IMPORTADO,66,226,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Ranger Crew Cab,Camiones ligeros,Pick Ups,IMPORTADO,12,634,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,Ford Motor,Transit,Camiones ligeros,SUV's,IMPORTADO,181,585,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Acadia,Camiones ligeros,SUV's,IMPORTADO,66,47,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Ats 4p,Autom�viles,De Lujo,IMPORTADO,66,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups,NACIONAL,1,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Aveo,Autom�viles,Subcompactos,IMPORTADO,43,5133,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Aveo-,Autom�viles,Subcompactos,NACIONAL,1,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Beat,Autom�viles,Subcompactos,IMPORTADO,95,1850,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Beat 4 PTAS.,Autom�viles,Subcompactos,IMPORTADO,95,4580,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Blazer,Camiones ligeros,SUV's,NACIONAL,1,115,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Bolt,Autom�viles,Subcompactos,IMPORTADO,66,5,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Camaro,Autom�viles,Deportivos,IMPORTADO,66,8,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Camaro Convertible,Autom�viles,De Lujo,IMPORTADO,66,1,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Captiva Sport,Camiones ligeros,SUV's,NACIONAL,1,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Cavalier 4 Ptas,Autom�viles,Compactos,IMPORTADO,43,706,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Chevrolet Express Cargo Van,Camiones ligeros,Minivans,IMPORTADO,66,12,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Chevrolet Express Cutaway,Camiones ligeros,Minivans,IMPORTADO,66,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Chevrolet Express Passenger Van,Camiones ligeros,Minivans,IMPORTADO,66,10,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Chevy 3 Ptas,Autom�viles,Subcompactos,NACIONAL,1,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Chevy 4 PTAS,Autom�viles,Subcompactos,NACIONAL,1,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Cheyenne  Doble Cabina,Camiones ligeros,Pick Ups,NACIONAL,1,154,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Cheyenne Cabina Regular,Camiones ligeros,Pick Ups,NACIONAL,1,57,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Cheyenne Doble Cabina,Camiones ligeros,Pick Ups,IMPORTADO,66,26,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Colorado Doble Cabina,Camiones ligeros,Pick Ups,IMPORTADO,66,88,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Corvette,Autom�viles,Deportivos,IMPORTADO,66,4,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Corvette 2  Pts. Convertible,Autom�viles,De Lujo,IMPORTADO,66,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Cruze 4 PTAS-,Autom�viles,Compactos,NACIONAL,1,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Cruze 4 Ptas,Autom�viles,Compactos,IMPORTADO,48,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Cruze 5 Ptas,Autom�viles,Compactos,NACIONAL,1,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Cts 2 Ptas,Autom�viles,De Lujo,IMPORTADO,66,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Cts 4 Ptas,Autom�viles,De Lujo,IMPORTADO,66,1,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Enclave,Camiones ligeros,SUV's,IMPORTADO,66,40,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Encore,Camiones ligeros,SUV's,IMPORTADO,48,129,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Envision SUV,Camiones ligeros,SUV's,IMPORTADO,43,16,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Epica,Autom�viles,Compactos,IMPORTADO,48,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Equinox SUV-,Camiones ligeros,SUV's,NACIONAL,1,109,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Equinox Suv,Camiones ligeros,SUV's,IMPORTADO,66,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans,IMPORTADO,66,6,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans,NACIONAL,1,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,NACIONAL,1,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Escalade Suv,Camiones ligeros,Minivans,IMPORTADO,66,1,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,GMC Sierra Cabina Regular,Camiones ligeros,Pick Ups,IMPORTADO,66,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups,NACIONAL,1,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,NACIONAL,1,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Lacrosse,Autom�viles,De Lujo,IMPORTADO,66,0,
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2020,01,General Motors,Malibu 4 Ptas,Autom�viles,Compactos,IMPORTADO,66,2,
